"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views","CombinedRevenues","FBRatio","TwitterRatio","CombinedPPG"
"1849",21700619,"CLE","IND",63.41,51.22,3,192,45471,485,0.0787918581746553,0.07,216.5
"1851",21700621,"ATL","BKN",26.83,36.59,0,215,7742,482,0.0288903479973736,0.0316666666666667,210
"1852",21700622,"GSW","MIL",78.57,55,4,202,32896,538,0.0814182534471438,0.108333333333333,220
"1854",21700624,"NOP","POR",50,53.66,3,232,8017,427,0.0262639527248851,0.0316666666666667,217.3
"1855",21700625,"DEN","MEM",51.22,32.5,0,165,6608,408,0.0242941562705187,0.0283333333333333,209.3
"1857",21700627,"DAL","LAL",34.88,34.15,0,208,26523,604,0.170715692711753,0.145,210.4
"1858",21700628,"LAC","SAC",48.78,31.71,0,231,10653,497,0.0374261326329613,0.0366666666666667,207.9
"1859",21700629,"OKC","CHA",52.38,40,3,192,22022,424,0.0584372948128693,0.0566666666666667,216.1
"1860",21700630,"BKN","WAS",38.1,57.14,2,232,15475,495,0.0282337491792515,0.0266666666666667,213.2
"1862",21700632,"CHI","DET",35.71,55,1,212,15926,502,0.133289560078792,0.08,206.7
"1863",21700633,"DEN","SAS",52.38,65.12,1,192,13381,461,0.0597504924491136,0.0683333333333333,212.7
"1866",21700636,"IND","PHX",52.38,37.21,1,217,10484,423,0.0341431385423506,0.0333333333333333,209.5
"1867",21700637,"MIN","POR",63.64,52.38,3,223,14441,427,0.0275771503611294,0.0316666666666667,215.1
"1868",21700638,"DET","CHA",53.66,39.02,2,225,10114,423,0.0236375574523966,0.0283333333333333,212
"1869",21700639,"PHI","TOR",48.72,70.73,3,228,23366,434,0.0242941562705187,0.05,221.5
"1870",21700640,"MIL","WAS",52.38,58.14,3,199,16517,401,0.0190413657255417,0.0283333333333333,213.1
"1871",21700641,"ATL","SAS",26.19,65.91,1,201,15963,468,0.0577806959947472,0.0733333333333333,206.1
"1872",21700642,"BKN","NYK",37.21,44.19,1,223,11839,699,0.0584372948128693,0.0466666666666667,211.1
"1873",21700643,"SAC","OKC",30.95,53.49,2,183,14564,462,0.0590938936309915,0.0566666666666667,206.8
"1875",21700645,"LAL","MEM",35.71,31.71,0,237,21180,577,0.152987524622456,0.136666666666667,207.4
"1877",21700647,"IND","UTA",53.49,40.48,1,203,5066,426,0.0295469468154957,0.03,209.7
"1878",21700648,"HOU","LAC",73.17,50,1,215,18875,553,0.0505581089954038,0.0633333333333333,221.4
"1879",21700649,"MIN","ORL",64.44,27.91,2,210,15543,415,0.0295469468154957,0.0383333333333333,212.9
"1881",21700651,"DAL","DEN",34.09,51.16,0,207,8562,435,0.0420223243598161,0.0366666666666667,212.3
"1882",21700652,"PHX","POR",36.36,51.16,1,229,7322,441,0.0282337491792515,0.0333333333333333,209.5
"1883",21700653,"WAS","CHA",56.82,40.48,3,242,12533,424,0.0210111621799081,0.0283333333333333,214.8
"1884",21700654,"ATL","NOP",27.91,53.49,2,187,11115,413,0.0210111621799081,0.0316666666666667,215.1
"1887",21700657,"CHI","GSW",38.64,80,3,231,35394,640,0.193040052527905,0.16,216.4
"1888",21700658,"NYK","MEM",45.45,33.33,1,204,6940,632,0.0518713066316481,0.0483333333333333,203.8
"1890",21700660,"LAL","OKC",34.88,54.55,2,204,17028,593,0.188443860801051,0.163333333333333,216
"1891",21700661,"SAC","UTA",30.23,39.53,0,225,6719,461,0.0196979645436638,0.0266666666666667,203
"1892",21700662,"DEN","LAC",52.27,51.16,0,213,11399,459,0.0380827314510834,0.035,219
"1893",21700663,"BOS","PHI",75.56,50,2,169,28605,441,0.0689428759028234,0.0783333333333333,213.8
"1894",21700664,"CLE","ORL",60.47,29.55,2,207,34007,491,0.0748522652659225,0.0766666666666667,214.3
"1895",21700665,"HOU","MIN",71.43,63.04,3,214,20571,500,0.0367695338148391,0.055,221.9
"1896",21700666,"IND","POR",54.55,52.27,2,186,8200,428,0.0374261326329613,0.0366666666666667,211.2
"1897",21700667,"SAS","TOR",65.22,69.77,3,169,26477,509,0.06172028890348,0.08,214.4
"1898",21700668,"MIA","BKN",59.09,35.56,1,196,15259,526,0.121470781352594,0.09,210
"1899",21700669,"WAS","DET",55.56,51.16,3,234,11190,443,0.0223243598161523,0.0266666666666667,210.4
"1902",21700672,"NYK","UTA",44.44,40.91,1,232,13537,647,0.0479317137229153,0.045,208.6
"1903",21700673,"LAL","IND",34.09,53.33,1,185,17332,576,0.162836506894288,0.14,213.7
"1904",21700674,"CLE","OKC",61.36,55.56,4,272,50393,502,0.104399212081418,0.0933333333333333,218.8
"1905",21700675,"ATL","CHI",29.55,37.78,0,210,14407,490,0.131319763624425,0.085,206.3
"1906",21700676,"MIA","CHA",57.78,41.86,2,211,10648,455,0.11424819435325,0.0916666666666667,211.6
"1907",21700677,"NOP","MEM",52.27,36.36,2,215,8944,410,0.0223243598161523,0.0283333333333333,211
"1910",21700680,"MIN","TOR",61.7,70.45,4,224,15249,454,0.0262639527248851,0.0383333333333333,221.2
"1911",21700681,"LAC","UTA",52.27,40,0,238,6759,478,0.0334865397242285,0.0333333333333333,213.1
"1912",21700682,"DAL","POR",33.33,53.33,1,225,6397,456,0.0453053184504268,0.0416666666666667,207.9
"1913",21700683,"BOS","ORL",73.91,28.89,2,198,20609,468,0.0768220617202889,0.0783333333333333,207.4
"1916",21700686,"IND","SAS",52.17,63.83,2,180,14475,464,0.0689428759028234,0.0733333333333333,208.3
"1918",21700688,"ATL","UTA",28.89,41.3,0,194,6629,430,0.0183847669074196,0.03,207.5
"1919",21700689,"HOU","MIA",72.73,58.7,2,189,16893,549,0.128036769533815,0.118333333333333,215.8
"1922",21700692,"NOP","CHI",53.33,39.13,2,260,16551,485,0.131319763624425,0.08,214.6
"1924",21700694,"DEN","POR",50,54.35,1,205,8196,425,0.0282337491792515,0.0316666666666667,215.6
"1925",21700695,"LAC","MIN",51.11,62.5,2,244,13075,461,0.0374261326329613,0.035,218.5
"1927",21700697,"BKN","OKC",38.3,56.52,2,217,26257,495,0.0656598818122127,0.055,214.5
"1928",21700698,"CLE","SAS",60,62.5,3,216,40666,539,0.104399212081418,0.106666666666667,213.6
"1930",21700700,"BOS","LAL",72.34,36.96,2,215,33285,628,0.200262639527249,0.175,212.1
"1931",21700701,"NOP","CHA",54.35,42.22,3,197,12335,406,0.0216677609980302,0.0283333333333333,219.9
"1932",21700702,"UTA","DET",40.43,48.89,1,193,9587,442,0.0203545633617859,0.025,207.9
"1933",21700703,"IND","PHX",53.19,36.17,1,217,3479,423,0.0341431385423506,0.0333333333333333,209.5
"1934",21700704,"CHI","PHI",38.3,51.16,1,216,14266,465,0.130663164806303,0.0916666666666667,212.7
"1935",21700705,"ATL","TOR",30.43,68.89,2,201,5482,459,0.0249507550886408,0.0433333333333333,215.1
"1937",21700707,"SAS","MEM",63.27,36.96,1,193,8053,465,0.0590938936309915,0.07,202
"1938",21700708,"MIN","POR",63.27,53.19,3,237,11179,427,0.0275771503611294,0.0316666666666667,215.1
"1939",21700709,"BOS","LAC",70.83,50,2,215,18749,514,0.0847012475377544,0.075,213
"1940",21700710,"MIA","SAC",57.45,29.79,1,177,14335,493,0.114904793171372,0.0916666666666667,202.3
"1941",21700711,"OKC","WAS",57.45,55.32,4,233,26031,444,0.0571240971766251,0.055,214.5
"1942",21700712,"DEN","NYK",51.06,43.75,1,248,8625,628,0.0525279054497702,0.0466666666666667,214.5
"1943",21700713,"GSW","MIN",79.17,62,6,239,29072,563,0.0840446487196323,0.106666666666667,223
"1944",21700714,"ATL","CHA",29.79,41.3,1,231,9409,411,0.0216677609980302,0.0333333333333333,211.6
"1945",21700715,"CLE","IND",58.7,54.17,3,223,34111,485,0.0787918581746553,0.07,216.5
"1947",21700717,"CHI","LAL",37.5,38.3,0,211,18457,652,0.261982928430729,0.188333333333333,211
"1948",21700718,"LAC","MEM",48.94,36.17,0,209,3627,463,0.0374261326329613,0.0366666666666667,208.3
"1949",21700719,"MIL","BKN",52.17,37.5,1,207,4899,452,0.0275771503611293,0.0283333333333333,213.1
"1950",21700720,"NOP","HOU",55.32,73.91,3,228,25419,500,0.0354563361785949,0.055,224.1
"1951",21700721,"DAL","POR",33.33,54.17,1,200,3697,456,0.0453053184504268,0.0416666666666667,207.9
"1952",21700722,"PHI","SAS",52.27,64,2,175,15530,443,0.0571240971766251,0.08,212.5
"1953",21700723,"NYK","PHX",42.86,35.42,1,192,7939,644,0.0525279054497702,0.0483333333333333,208.4
"1954",21700724,"OKC","DET",58.33,47.83,3,229,25479,443,0.0597504924491136,0.055,211.7
"1955",21700725,"ORL","IND",29.79,53.06,1,226,12632,416,0.0393959290873276,0.0433333333333333,209
"1956",21700726,"ATL","WAS",29.17,54.17,1,233,5904,431,0.0203545633617859,0.0316666666666667,210
"1957",21700727,"MIA","CHA",56.25,42.55,2,186,11572,455,0.11424819435325,0.0916666666666667,211.6
"1958",21700728,"BOS","GSW",71.43,79.59,6,214,56477,616,0.131319763624425,0.146666666666667,217.5
"1959",21700729,"MIN","BKN",60.78,36.73,2,208,6498,477,0.0302035456336179,0.0266666666666667,216.1
"1960",21700730,"DAL","DEN",32.65,52.08,0,180,8022,435,0.0420223243598161,0.0366666666666667,212.3
"1962",21700732,"HOU","PHX",72.34,34.69,1,215,16267,514,0.0374261326329613,0.0566666666666667,216.3
"1963",21700733,"NOP","LAC",56.25,50,2,215,13199,461,0.036112934996717,0.035,220.7
"1964",21700734,"CLE","DET",59.57,46.81,3,225,26782,501,0.0695994747209455,0.065,214.7
"1965",21700735,"LAL","TOR",39.58,68.09,2,234,12437,621,0.155613919894944,0.146666666666667,219.8
"1968",21700738,"IND","CHA",54,41.67,2,201,10843,407,0.0328299409061064,0.0333333333333333,213.8
"1969",21700739,"ATL","MIN",28.57,61.54,2,205,11911,413,0.0223243598161523,0.0316666666666667,212.9
"1970",21700740,"PHX","MEM",34,35.42,0,229,2839,424,0.0242941562705187,0.03,203.2
"1971",21700741,"MIL","PHI",54.17,52.17,1,202,16667,363,0.0190413657255417,0.04,216.3
"1972",21700742,"DAL","MIA",32,57.14,1,183,6939,486,0.13263296126067,0.1,205.7
"1973",21700743,"BOS","DEN",70,53.06,2,221,19665,459,0.0715692711753119,0.0666666666666667,214
"1975",21700745,"BKN","NYK",36,44,1,206,7417,699,0.0584372948128693,0.0466666666666667,211.1
"1976",21700746,"MIN","TOR",60.38,68.75,4,213,12814,454,0.0262639527248851,0.0383333333333333,221.2
"1977",21700747,"CLE","DET",60.42,45.83,3,239,36387,501,0.0695994747209455,0.065,214.7
"1978",21700748,"HOU","ORL",72.92,29.17,1,221,11565,507,0.0426789231779383,0.0666666666666667,215.8
"1979",21700749,"NOP","SAC",55.1,30.61,1,217,2754,444,0.0223243598161523,0.0283333333333333,210.6
"1982",21700752,"LAC","POR",51.02,55.1,1,200,9651,480,0.041365725541694,0.04,214.6
"1983",21700753,"IND","MEM",54.9,36.73,1,206,8286,411,0.0334865397242285,0.0333333333333333,204.9
"1984",21700754,"LAL","ORL",38.78,28.57,0,232,11049,582,0.158896913985555,0.146666666666667,211.5
"1987",21700757,"CLE","MIA",59.18,58,2,180,32065,533,0.160210111621799,0.128333333333333,214.3
"1988",21700758,"BOS","NYK",70.59,45.1,2,176,15087,683,0.0991464215364412,0.0866666666666667,208.5
"1990",21700760,"DAL","PHX",31.37,33.33,0,190,6106,451,0.0420223243598161,0.0383333333333333,206.2
"1991",21700761,"MEM","DET",36,46.94,1,206,23452,427,0.0242941562705187,0.0283333333333333,203.1
"1994",21700764,"HOU","SAS",73.47,64.15,2,193,24878,555,0.072225869993434,0.0966666666666667,215.1
"1995",21700765,"DEN","OKC",50.98,58.82,2,251,22271,424,0.0597504924491136,0.055,217.9
"1997",21700767,"ATL","BOS",29.41,71.15,1,229,16440,466,0.0695994747209455,0.0716666666666667,207.4
"1998",21700768,"LAL","BKN",38,36.54,0,201,16835,644,0.159553512803677,0.135,214.7
"1999",21700769,"POR","TOR",56.86,68,3,235,7853,473,0.0302035456336179,0.0433333333333333,217.3
"2001",21700771,"MIL","NYK",54,44.23,2,182,17222,605,0.0492449113591596,0.0483333333333333,211
"2002",21700772,"NOP","OKC",54,57.69,3,214,21200,426,0.0577806959947472,0.055,219.6
"2003",21700773,"PHX","UTA",34.62,44,0,226,4275,439,0.0203545633617859,0.0266666666666667,208
"2005",21700775,"CHI","LAC",35.29,50,0,216,16452,538,0.146421536441234,0.0883333333333333,211.9
"2006",21700776,"MIA","DET",55.77,48,2,218,17851,474,0.115561391989494,0.09,207.2
"2007",21700777,"IND","PHI",54.72,51.02,2,192,17194,389,0.0315167432698621,0.0433333333333333,215.4
"2008",21700778,"ORL","WAS",30,56.86,1,213,5368,433,0.0275771503611294,0.0383333333333333,210
"2009",21700779,"CLE","HOU",60,74,2,208,38865,576,0.0820748522652659,0.0933333333333333,223.3
"2010",21700780,"NOP","MIN",54.9,60,3,225,8118,408,0.0223243598161523,0.0266666666666667,221.2
"2011",21700781,"SAS","UTA",62.96,45.1,1,231,10815,480,0.0551543007222587,0.0666666666666667,206.8
"2013",21700783,"DAL","SAC",30.77,31.37,0,205,6038,473,0.041365725541694,0.0383333333333333,201.2
"2014",21700784,"BOS","POR",71.7,55.77,2,193,24318,480,0.0748522652659225,0.0716666666666667,209.6
"2016",21700786,"ATL","NYK",28.85,43.4,1,195,9779,635,0.0505581089954038,0.0516666666666667,207.9
"2017",21700787,"TOR","MEM",68.63,35.29,2,187,5570,456,0.0262639527248851,0.04,211
"2018",21700788,"LAL","OKC",39.22,56.6,2,212,29793,593,0.188443860801051,0.163333333333333,216
"2019",21700789,"PHX","CHA",33.96,43.14,1,225,8191,420,0.0236375574523966,0.03,212.1
"2020",21700790,"POR","DET",54.72,49.02,2,202,13470,444,0.0282337491792515,0.0316666666666667,209.4
"2021",21700791,"IND","WAS",55.56,57.69,1,213,9064,427,0.0315167432698621,0.0316666666666667,212.2
"2022",21700792,"MIA","ORL",54.72,29.41,1,220,10548,464,0.120814182534471,0.101666666666667,206.8
"2023",21700793,"NOP","UTA",53.85,46.15,1,242,8949,425,0.0183847669074196,0.025,215.8
"2024",21700794,"DEN","CHA",52.83,44.23,1,225,6658,404,0.0236375574523966,0.0283333333333333,218.2
"2025",21700795,"CHI","SAC",34.62,30.77,0,202,7448,521,0.13263296126067,0.0816666666666667,201.8
"2026",21700796,"DAL","LAC",32.08,50.98,0,205,9651,490,0.0551543007222587,0.045,211.3
"2027",21700797,"CLE","ORL",58.82,30.77,1,214,32463,491,0.0748522652659225,0.0766666666666667,214.3
"2028",21700798,"BOS","TOR",72.22,69.23,4,202,22178,507,0.0735390676296783,0.0783333333333333,215.7
"2029",21700799,"ATL","MEM",30.19,34.62,0,190,2049,415,0.0223243598161523,0.0333333333333333,202.7
"2030",21700800,"HOU","BKN",74.51,35.19,1,236,10731,569,0.0433355219960604,0.055,219
"2031",21700801,"MIL","NYK",55.77,42.59,2,192,9507,605,0.0492449113591596,0.0483333333333333,211
"2032",21700802,"PHI","WAS",50,58.49,2,217,15489,406,0.0196979645436638,0.0383333333333333,216.4
"2033",21700803,"GSW","OKC",77.36,55.56,6,230,44871,581,0.119500984898227,0.135,221.4
"2034",21700804,"LAL","PHX",40.38,33.33,0,205,10269,589,0.153644123440578,0.136666666666667,212
"2035",21700805,"BKN","DET",34.55,50,1,221,12957,494,0.03086014445174,0.0266666666666667,210.4
"2036",21700806,"HOU","MIA",75,53.7,2,210,16875,549,0.128036769533815,0.118333333333333,215.8
"2037",21700807,"CLE","MIN",57.69,60.71,3,278,41846,484,0.0689428759028234,0.065,220.4
"2039",21700810,"PHX","SAS",32.73,61.82,1,210,10181,477,0.0597504924491136,0.07,206.6
"2040",21700811,"ATL","ORL",31.48,32.08,0,198,9825,420,0.0282337491792515,0.0433333333333333,206.8
"2041",21700812,"NYK","TOR",41.82,69.81,2,201,11064,676,0.0544977019041366,0.0583333333333333,216.2
"2042",21700813,"BOS","WAS",70.91,57.41,3,214,37408,479,0.0689428759028234,0.0666666666666667,210.6
"2044",21700815,"DAL","GSW",31.48,75.93,4,224,22996,592,0.10177281680893,0.116666666666667,215.8
"2045",21700816,"LAL","OKC",41.51,56.36,1,187,23557,593,0.188443860801051,0.163333333333333,216
"2047",21700818,"NOP","PHI",52.83,50.98,2,182,15705,388,0.0203545633617859,0.0383333333333333,221.5
"2048",21700819,"ATL","CLE",30.91,58.49,2,230,43539,489,0.0676296782665791,0.07,214.3
"2049",21700820,"BOS","IND",71.43,54.55,3,188,24735,462,0.0807616546290217,0.0716666666666667,209.6
"2051",21700822,"CHI","MIN",33.96,59.65,2,227,15789,485,0.13263296126067,0.08,212.4
"2052",21700823,"DEN","HOU",53.7,75.47,1,234,10491,498,0.0374261326329613,0.055,222.4
"2053",21700824,"UTA","CHA",48.15,42.59,1,200,9290,423,0.0190413657255417,0.0266666666666667,212.3
"2054",21700825,"POR","SAC",54.55,32.08,1,218,7132,463,0.0275771503611294,0.0333333333333333,204.5
"2055",21700826,"NOP","BKN",51.85,33.93,1,266,21968,477,0.0288903479973736,0.0266666666666667,218.3
"2056",21700827,"MIL","ORL",55.56,33.33,1,215,10039,390,0.0269205515430072,0.04,209.9
"2057",21700828,"LAC","PHI",52.83,51.92,1,210,19606,441,0.0354563361785949,0.0466666666666667,218.8
"2058",21700829,"CHI","WAS",35.19,56.36,1,191,8208,503,0.130663164806303,0.08,209.5
"2060",21700831,"GSW","SAS",76.36,62.5,5,227,33461,618,0.119500984898227,0.148333333333333,216.2
"2061",21700832,"DEN","PHX",52.73,32.14,0,236,7691,420,0.0249507550886408,0.0283333333333333,213.9
"2062",21700833,"TOR","CHA",70.37,41.82,3,226,15139,452,0.025607353906763,0.04,219.9
"2063",21700834,"ATL","DET",30.36,50,1,233,16538,430,0.0229809586342745,0.0316666666666667,207.2
"2065",21700836,"NYK","IND",41.07,55.36,1,234,12385,631,0.06172028890348,0.0516666666666667,210.1
"2066",21700837,"DAL","HOU",32.14,75.93,1,201,12557,529,0.0544977019041366,0.065,214.7
"2067",21700838,"MIN","SAC",58.62,31.48,2,217,9215,444,0.0236375574523966,0.0283333333333333,208.4
"2068",21700839,"OKC","MEM",55.36,33.33,1,202,11886,428,0.0590938936309915,0.0566666666666667,207.2
"2069",21700840,"POR","UTA",55.36,49.09,1,211,10869,444,0.0236375574523966,0.03,209.7
"2070",21700841,"NOP","DET",52.73,49.09,2,221,13345,425,0.0229809586342745,0.0266666666666667,215.5
"2071",21700842,"NYK","PHI",40.35,52.83,1,200,16395,610,0.0499015101772817,0.0583333333333333,214.3
"2072",21700843,"LAC","BKN",51.85,33.33,0,215,6630,530,0.0439921208141825,0.035,215.6
"2075",21700846,"GSW","PHX",76.79,31.58,3,212,19267,577,0.0847012475377544,0.108333333333333,217.4
"2076",21700847,"MIA","TOR",53.57,70.91,3,227,20590,503,0.117531188443861,0.101666666666667,215.1
"2077",21700848,"ATL","MIL",31.58,56.36,1,189,6436,388,0.0196979645436638,0.0333333333333333,209.9
"2078",21700849,"HOU","MIN",76.36,59.32,3,234,18195,500,0.0367695338148391,0.055,221.9
"2079",21700850,"CLE","OKC",60,56.14,3,232,55244,502,0.104399212081418,0.0933333333333333,218.8
"2080",21700851,"DAL","SAC",31.58,30.91,0,223,4306,473,0.041365725541694,0.0383333333333333,201.2
"2081",21700852,"DEN","SAS",53.57,60.34,0,226,12524,461,0.0597504924491136,0.0683333333333333,212.7
"2083",21700854,"ORL","CHA",32.14,41.07,1,206,4777,413,0.0288903479973736,0.04,211.6
"2084",21700855,"MIA","PHI",52.63,53.7,2,206,21135,437,0.112934996717006,0.101666666666667,213.2
"2085",21700856,"BKN","IND",32.76,56.14,1,211,6284,478,0.0400525279054498,0.0316666666666667,212.2
"2086",21700857,"NYK","WAS",39.66,57.14,1,231,7010,648,0.0499015101772817,0.0466666666666667,211.1
"2087",21700858,"BOS","LAC",68.97,52.73,2,248,21499,514,0.0847012475377544,0.075,213
"2088",21700859,"CHI","TOR",35.71,71.43,2,220,5527,531,0.135259356533158,0.0916666666666667,214.6
"2089",21700860,"HOU","SAC",76.79,32.14,1,191,7181,536,0.0367695338148391,0.0566666666666667,211.3
"2090",21700861,"OKC","MEM",55.17,32.73,2,235,11375,428,0.0590938936309915,0.0566666666666667,207.2
"2091",21700862,"NOP","LAL",53.57,41.82,1,256,13676,575,0.151674326986211,0.135,219.8
"2092",21700863,"PHX","UTA",31.03,50.88,0,204,7423,439,0.0203545633617859,0.0266666666666667,208
"2093",21700864,"GSW","POR",77.19,54.39,5,240,32728,582,0.0879842416283651,0.111666666666667,219.1
"2094",21700865,"DEN","MIL",54.39,57.14,1,257,17379,381,0.0216677609980302,0.0283333333333333,216.5
"2095",21700866,"LAL","MIN",41.07,58.33,2,230,24710,575,0.152987524622456,0.135,217.6
"2097",21700868,"NYK","ORL",38.98,31.58,0,233,10514,637,0.0577806959947472,0.0583333333333333,207.9
"2098",21700869,"CLE","WAS",60.71,57.89,2,213,38706,502,0.066973079448457,0.065,217.5
"2102",21700873,"BOS","DET",67.8,49.12,3,208,24013,478,0.0715692711753119,0.0666666666666667,207.8
"2103",21700874,"ATL","IND",30.51,56.9,1,209,4171,414,0.0321733420879842,0.0366666666666667,209
"2104",21700875,"WAS","CHA",58.62,43.1,2,227,5677,424,0.0210111621799081,0.0283333333333333,214.8
"2105",21700876,"MIL","TOR",56.14,71.93,3,241,21807,429,0.0236375574523966,0.04,218.2
"2106",21700877,"HOU","MIN",77.19,59.02,3,222,19948,500,0.0367695338148391,0.055,221.9
"2108",21700879,"NOP","MIA",54.39,51.72,2,247,14593,457,0.113591595535128,0.09,215.1
"2109",21700880,"DEN","SAS",55.17,59.32,1,241,11946,461,0.0597504924491136,0.0683333333333333,212.7
"2110",21700881,"LAC","PHX",52.63,30.51,0,245,3875,475,0.0380827314510834,0.0366666666666667,212.9
"2111",21700882,"POR","UTA",55.17,51.72,1,181,7404,444,0.0236375574523966,0.03,209.7
"2112",21700883,"DAL","LAL",31.03,40.35,0,226,17370,604,0.170715692711753,0.145,210.4
"2114",21700885,"MIA","MEM",50.85,31.58,1,204,7630,459,0.114904793171372,0.0916666666666667,202.7
"2116",21700887,"GSW","OKC",76.27,56.67,6,192,51621,581,0.119500984898227,0.135,221.4
"2119",21700890,"DAL","UTA",30.51,50.85,0,187,8407,454,0.0374261326329613,0.035,206.4
"2120",21700891,"LAL","SAC",41.38,31.03,0,221,18324,611,0.152987524622456,0.136666666666667,207
"2121",21700892,"DET","CHA",48.28,44.07,2,212,9352,423,0.0236375574523966,0.0283333333333333,212
"2122",21700893,"NOP","MIL",55.17,56.9,2,244,22079,383,0.0196979645436638,0.0283333333333333,218.2
"2124",21700895,"PHI","WAS",56.14,57.63,2,203,14497,406,0.0196979645436638,0.0383333333333333,216.4
"2125",21700896,"DEN","HOU",55.93,77.59,1,233,15462,498,0.0374261326329613,0.055,222.4
"2127",21700898,"BOS","MEM",68.85,31.03,2,207,10739,463,0.0709126723571898,0.0683333333333333,203.3
"2129",21700900,"GSW","NYK",76.67,39.34,4,236,23976,785,0.112278397898884,0.126666666666667,218
"2130",21700901,"TOR","DET",70.69,47.46,3,217,6155,471,0.0269205515430072,0.0383333333333333,215.5
"2131",21700902,"NOP","PHX",55.93,29.51,1,241,8506,422,0.0229809586342745,0.0283333333333333,215.6
"2132",21700903,"ORL","OKC",30.51,55.74,2,217,13794,433,0.0650032829940906,0.0666666666666667,211.3
"2133",21700904,"DAL","IND",30,57.63,1,212,6305,438,0.0512147078135259,0.0416666666666667,207.9
"2134",21700905,"HOU","UTA",77.97,51.67,1,181,18646,517,0.0328299409061064,0.0533333333333333,216.5
"2137",21700908,"CLE","BKN",59.32,32.79,1,252,33165,553,0.0755088640840446,0.065,217.5
"2138",21700909,"MIA","PHI",51.67,55.17,2,203,22250,437,0.112934996717006,0.101666666666667,213.2
"2139",21700910,"MIL","WAS",55.93,58.33,2,211,12865,401,0.0190413657255417,0.0283333333333333,213.1
"2140",21700911,"POR","SAC",56.67,30,1,215,5775,463,0.0275771503611294,0.0333333333333333,204.5
"2141",21700912,"DEN","LAC",55,53.45,0,242,11474,459,0.0380827314510834,0.035,219
"2142",21700913,"MIL","DET",55,46.67,2,197,10922,400,0.0216677609980302,0.0283333333333333,210.3
"2143",21700914,"ORL","TOR",30,71.19,2,221,9274,461,0.0321733420879842,0.05,215.1
"2144",21700915,"ATL","IND",29.51,56.67,1,209,5059,414,0.0321733420879842,0.0366666666666667,209
"2145",21700916,"BOS","CHA",69.35,45.9,3,240,11461,459,0.0702560735390676,0.0683333333333333,212.2
"2147",21700918,"PHX","MEM",29.03,30.51,0,212,3007,424,0.0242941562705187,0.03,203.2
"2148",21700919,"DAL","OKC",31.15,56.45,2,221,20513,455,0.0768220617202889,0.065,210.2
"2149",21700920,"NOP","SAS",56.67,59.02,2,237,14099,463,0.0577806959947472,0.0683333333333333,214.4
"2150",21700921,"HOU","LAC",78.33,54.24,1,197,15406,553,0.0505581089954038,0.0633333333333333,221.4
"2152",21700923,"CLE","PHI",60,54.24,2,205,42108,464,0.066973079448457,0.0766666666666667,220.7
"2154",21700925,"MIN","POR",59.38,57.38,3,207,12721,427,0.0275771503611294,0.0316666666666667,215.1
"2155",21700926,"ORL","DET",29.51,47.54,1,221,11327,432,0.0302035456336179,0.0383333333333333,207.2
"2156",21700927,"PHI","CHA",55,45.16,2,209,20459,386,0.0210111621799081,0.04,218
"2157",21700928,"ATL","GSW",30.65,77.42,4,223,28136,568,0.082731451083388,0.111666666666667,216.9
"2159",21700930,"CHI","DAL",32.79,30.65,0,208,5753,514,0.150361129349967,0.09,205.2
"2160",21700931,"DEN","MEM",54.1,30,0,210,4301,408,0.0242941562705187,0.0283333333333333,209.3
"2161",21700932,"MIL","IND",54.1,55.74,2,199,8428,384,0.03086014445174,0.0333333333333333,212.1
"2162",21700933,"PHX","OKC",30.16,57.14,2,240,20425,440,0.0597504924491136,0.0566666666666667,211.8
"2163",21700934,"MIN","UTA",58.46,50.82,1,224,14189,425,0.0196979645436638,0.025,213.6
"2164",21700935,"LAC","NYK",53.33,38.71,0,233,6421,683,0.0656598818122127,0.055,213.5
"2165",21700936,"ORL","MEM",30.65,29.51,0,207,9607,417,0.0295469468154957,0.04,202.7
"2167",21700938,"MIA","DET",51.61,46.77,2,201,10298,474,0.115561391989494,0.09,207.2
"2170",21700941,"POR","OKC",58.06,57.81,3,208,21211,445,0.0630334865397242,0.06,213.5
"2171",21700942,"SAC","UTA",30.65,51.61,0,189,5374,461,0.0196979645436638,0.0266666666666667,203
"2172",21700943,"ATL","PHX",30.16,29.69,0,225,13480,427,0.0229809586342745,0.0333333333333333,207.3
"2173",21700944,"TOR","CHA",72.13,44.44,3,201,11155,452,0.025607353906763,0.04,219.9
"2174",21700945,"IND","WAS",56.45,57.14,2,193,11659,427,0.0315167432698621,0.0316666666666667,212.2
"2175",21700946,"NOP","DAL",57.38,30.16,1,235,7203,437,0.0400525279054498,0.0366666666666667,214
"2176",21700947,"MIL","PHI",53.23,55.74,2,228,20203,363,0.0190413657255417,0.04,216.3
"2178",21700949,"NYK","SAC",38.1,30.16,0,201,6270,666,0.0518713066316481,0.0483333333333333,203.4
"2179",21700950,"CLE","DET",58.06,46.03,2,202,26226,501,0.0695994747209455,0.065,214.7
"2180",21700951,"MIL","IND",53.97,57.14,2,181,15351,384,0.03086014445174,0.0333333333333333,212.1
"2181",21700952,"MIA","PHX",52.38,29.23,1,228,6596,471,0.115561391989494,0.0916666666666667,207.3
"2182",21700953,"BOS","CHI",68.75,33.87,1,194,12671,538,0.179908076165463,0.12,206.9
"2183",21700954,"SAS","MEM",57.14,29.03,1,198,11610,465,0.0590938936309915,0.07,202
